Glassy carbon of AlfaAesar		
Data was measured at SPring8 Bl03 and properly corrected with a glassy carbon from NIST SRM 3600		
q	i	s
0.74924397	0.1303928	0
0.75013697	0.12745771	0
0.75103003	0.12715708	0
0.75192302	0.12792385	0
0.75281602	0.12623318	0
0.75370902	0.12643011	0
0.75460202	0.12589589	0
0.75549501	0.12635888	0
0.75638801	0.12669408	0
0.75727999	0.12578799	0
0.75817299	0.12437281	0
0.75906599	0.12296498	0
0.75995898	0.12390982	0
0.76085103	0.12351911	0
0.76174402	0.12279528	0
0.76263601	0.12344369	0
0.763529	0.12487876	0
0.764422	0.12252712	0
0.76531398	0.12243389	0
0.76620698	0.12245904	0
0.76709902	0.12148277	0
0.76799101	0.12143144	0
0.768884	0.12055677	0
0.76977599	0.12003198	0
0.77066803	0.11974286	0
0.77156103	0.12128165	0
0.77245301	0.1199796	0
0.77334499	0.11990523	0
0.77423698	0.12055364	0
0.77512902	0.11847539	0
0.776021	0.11915522	0
0.77691299	0.11860214	0
0.77780497	0.11898657	0
0.77869701	0.11772747	0
0.779589	0.11840102	0
0.78048098	0.11644324	0
0.78137302	0.11743941	0
0.78226501	0.11751169	0
0.78315699	0.116879	0
0.78404802	0.11435243	0
0.78494	0.11686434	0
0.78583199	0.11590797	0
0.78672302	0.1165836	0
0.787615	0.11502179	0
0.78850597	0.11325884	0
0.78939801	0.11441424	0
0.79029	0.11257797	0
0.79118103	0.114828	0
0.792072	0.1132777	0
0.79296398	0.11184157	0
0.79385501	0.1124397	0
0.79474598	0.11289222	0
0.79563802	0.11119945	0
0.796529	0.11383706	0
0.79742002	0.11196623	0
0.798311	0.11062752	0
0.79920298	0.11159018	0
0.80009401	0.11130001	0
0.80098498	0.10966486	0
0.80187601	0.11053953	0
0.80276698	0.10702936	0
0.80365801	0.094734855	0
0.80454898	-0.00966633	0
0.805439	-0.009665282	0
0.80633003	-0.009665282	0
0.807221	-0.009664235	0
0.80811203	-0.009664235	0
0.809003	-0.009663187	0
0.80989301	-0.009663187	0
0.81078398	-0.00966214	0
0.81167501	-0.00966214	0
0.81256503	-0.009661092	0
0.813456	-0.009661092	0
0.81434602	-0.009660045	0
0.81523699	-0.009660045	0
0.816127	-0.009658997	0
0.81701797	-0.009658997	0
0.81790799	-0.00965795	0
0.81879801	-0.00965795	0
0.81968898	-0.009656902	0
0.82057899	-0.009656902	0
0.82146901	-0.009655855	0
0.82235903	-0.009655855	0
0.82324898	-0.009654807	0
0.824139	-0.009654807	0
0.82502902	-0.00965376	0
0.82591999	-0.00965376	0
0.82680899	-0.009652712	0
0.82769901	-0.009652712	0
0.82858902	-0.009651665	0
0.82947898	-0.009651665	0
0.830369	-0.009650617	0
0.83125901	-0.009650617	0
0.83214903	-0.00964957	0
0.83303797	-0.00964957	0
0.83392799	-0.009648522	0
0.83481801	-0.009647475	0
0.83570701	-0.009647475	0
0.83659703	-0.009646427	0
0.83748603	-0.009646427	0
0.83837599	-0.00964538	0
0.83926499	-0.00964538	0
0.84015501	-0.009644332	0
0.84104401	-0.009644332	0
0.84193403	-0.009643285	0
0.84282303	-0.009643285	0
0.84371197	-0.009642237	0
0.84460098	-0.009642237	0
0.84549099	-0.00964119	0
0.84638	-0.00964119	0
